country_name,deaths,confirmed
US,47,2487
US,119,9779
US,32,4857
US,55,4971
US,32,1881
US,33,1059
US,15,1028
US,242,15972
US,28,1466
US,4,1261
US,12,2058
US,360,49395
US,29,2002
US,100,6564
US,71,6489
US,16,694
US,37,1146
US,42,2559
US,29,3723
US,118,6975
US,75,4289
US,22,2075
US,73,5939
US,16,1320
US,231,16965
US,116,4984
US,29,3009
US,60,3341
US,94,7574
US,23,2382
US,18,529
US,183,7506
US,46,2424
US,1510,113209
US,87,7654
US,43,3544
US,241,22149
US,33,2226
US,49,6884
US,37,2293
US,111,12612
US,36,2400
US,29,1676
US,13,2022
US,58,3622
US,54,2243
US,74,3972
US,40,1296
US,77,4841
US,25,1863
US,134,14875
US,18,2075
US,40,3713
US,75,4814
US,30,1763
US,56,2405
US,158,9588
US,45,3162
US,36,1370
US,34,3209
US,20,789
US,67,4126
US,37,1800
US,56,2148
US,45,4239
US,6,2775
US,85,5208
US,73,7852
US,14,1037
US,74,4109
US,90,9711
US,20,1293
US,16,907
US,13,1817
US,82,5648
US,150,9879
US,20,2318
US,158,9676
US,15,311
US,27,2953
US,26,3228
US,54,3227
US,40,7644
US,97,6671
US,47,3034
US,28,2680
US,72,4987
US,30,1605
US,20,1836
US,9,1109
US,0,9
US,27,2399
US,222,24588
US,44,2230
US,54,2810
US,33,2355
US,75,7977
US,8,1105
US,26,3195
US,242,10267
US,107,4612
US,230,21402
US,57,3555
US,175,6952
US,120,5898
US,92,2439
US,380,21156
US,919,38375
US,585,33542
US,38,2143
US,8,849
US,48,1758
US,62,1979
US,74,3123
US,107,4628
US,1127,62675
US,30,1527
US,140,4439
US,134,5627
US,135,4443
US,76,3741
US,220,12256
US,121,5733
US,60,2722
US,1130,68523
US,121,4616
US,45,2669
US,387,37904
US,297,17554
US,114,6833
US,358,24100
US,52,2198
US,110,4367
US,127,6419
US,969,45912
US,568,30547
US,0,0
US,36,3768
US,82,3772
US,448,20768
US,44,1375
US,75,4196
US,81,4383
US,96,6755
US,122,8722
US,16,1258
US,68,3398
US,162,6204
US,333,13763
US,158,8229
US,209,8392
US,690,42685
US,483,22320
US,8,493
US,319,19069
US,0,561
US,100,3884
US,179,9945
US,158,6013
US,199,7829
US,143,6365
US,71,4321
US,46,1888
US,39,1492
US,58,2575
US,93,9747
US,73,3333
US,218,20217
US,18,1878
US,47,2284
US,91,8540
US,10,1655
US,4,1599
US,0,0
US,73,4470
US,142,10519
US,7,1146
US,12,1761
US,41,3634
US,0,2
US,30,2084
US,20,1466
US,145,16392
US,233,8997
US,736,50582
US,1774,73745
US,1313,59168
US,95,5224
US,39,2921
US,278,11132
US,166,8009
US,241,13786
US,73,3829
US,366,23089
US,71,2723
US,338,19413
US,269,21934
US,53,1574
US,1680,79948
US,1682,96880
US,64,3593
US,47,3140
US,149,8733
US,50,2612
US,65,0
US,363,17884
US,202,10274
US,113,4680
US,507,16831
US,313,8132
US,1835,77421
US,7,3686
US,2468,108788
US,120,3235
US,1624,62828
US,315,11201
US,3873,152899
US,1845,62042
US,1494,56641
US,1892,104467
US,6,55180
US,2348,90248
US,39,942
US,7,731
US,177,13383
US,69,2792
US,34,2021
US,31,1483
US,44,1001
US,76,7083
US,370,13138
US,38,1502
US,315,18197
US,110,6036
US,337,17135
US,86,6620
US,29,2162
US,58,2451
US,38,3244
US,92,3115
US,103,8937
US,15,1154
US,101,5205
US,75,3598
US,229,11976
US,47,2963
US,5,320
US,1034,47709
US,66,2885
US,53,1634
US,108,8000
US,123,4925
US,110,5535
US,52,3576
US,88,4499
US,432,28728
US,87,7712
US,86,2594
US,53,1280
US,105,7904
US,316,18761
US,437,27374
US,30,1516
US,936,85676
US,4,217
US,19,827
US,229,10555
US,22,1502
US,185,11520
US,215,20455
US,5,607
US,6,1060
US,2603,113131
US,31,1539
US,70,6315
US,43,2755
US,41,4018
US,48,2924
US,155,26942
US,119,9126
US,30,1719
US,289,18315
US,122,7351
US,24,790
US,401,19295
US,73,5884
US,2594,136315
US,66,3317
US,46,2269
US,22,570
US,34,2492
US,32,831
US,48,2826
US,477,38139
US,19,2193
US,35,1242
US,59,2172
US,651,24924
US,130,4616
US,5,649
US,120,7792
US,493,20715
US,111,7622
US,183,6674
US,0,39
US,152,8443
US,317,30817
US,5420,187159
US,50,3259
US,39,1641
US,495,50237
US,61,4804
US,72,5675
US,102,6874
US,4,721
US,51,9073
US,44,3707
US,60,4100
US,53,12678
US,39,3733
US,39,1755
US,59,7559
US,97,9557
US,18,1212
US,0,220
US,24,1828
US,104,8453
US,507,54027
US,5,2544
US,84,5686
US,26,1939
US,11,2111
US,42,4507
US,81,5708
US,9,713
US,1879,145233
US,17,2166
US,41,2554
US,71,5193
US,73,5502
US,12,1380
US,29,1739
US,93,7709
US,22,563
US,19,1316
US,24,911
US,21,997
US,4,429
US,30,3577
US,4,700
US,54,4175
US,10,772
US,19,1140
US,33,2836
US,66,5366
US,49,3255
US,63,3727
US,63,4953
US,38,5938
US,10,1230
US,49,3985
US,51,4630
US,9,729
US,112,16734
US,99,7163
US,22,2012
US,29,3951
US,27,1275
US,75,4639
US,8,1384
US,957,60405
US,8,524
US,43,2161
US,48,2110
US,127,9468
US,19,1468
US,24,2442
US,152,20438
US,109,14247
US,12,1868
US,342,21596
US,244,26234
US,21,5374
US,11,1131
US,19,1239
US,35,3464
US,5,460
US,103,529
US,5,2610
US,27,2063
US,26,3058
US,321,31832
US,11,1617
US,14,939
US,52,5773
US,167,19441
US,20,1374
US,118,4462
US,91,5503
US,52,2006
US,88,3270
US,37,1445
US,145,6168
US,44,2711
US,37,1633
US,67,2901
US,26,1295
US,35,1279
US,91,2856
US,74,2996
US,101,4028
US,89,4362
US,93,4212
US,373,31105
US,243,13271
US,28,1170
US,76,4807
US,47,2117
US,107,3590
US,121,7587
US,507,33547
US,599,31457
US,87,2638
US,38,1275
US,7,193
US,102,4502
US,361,23943
US,62,3201
US,33,931
US,42,1693
US,232,13560
US,40,1398
US,137,8318
US,134,10335
US,308,11736
US,36,2080
US,87,4021
US,224,15142
US,141,4548
US,133,5341
US,180,10633
US,275,14356
US,104,4138
US,128,6229
US,172,6601
US,54,1739
US,202,6524
US,77,3751
US,40,1809
US,124,7034
US,127,6383
US,230,9225
US,54,2026
US,142,5664
US,94,6394
US,81,4550
US,27,1047
US,381,21629
US,96,4652
US,20,633
US,115,4366
US,49,2575
US,60,3545
US,104,4181
US,50,2226
US,106,4451
US,81,4539
US,89,3454
US,36,1556
US,0,0
US,93,5821
US,61,2130
US,172,6531
US,155,7208
US,71,4362
US,43,1987
US,36,1023
US,91,3075
US,47,2271
US,86,4265
US,31,3340
US,23,2669
US,6,631
US,64,3625
US,59,4172
US,25,1735
US,39,2175
US,43,2543
US,18,1643
US,130,24009
US,176,13216
US,69,6365
US,19,1105
US,65,7163
US,120,6156
US,152,11801
US,26,1346
US,14,1046
US,149,13650
US,30,1630
US,8,991
US,154,12617
US,12,967
US,206,14286
US,75,2748
US,168,12645
US,32,2627
US,56,3475
US,17,851
US,40,2198
US,13,999
US,33,1419
US,33,1811
US,42,1564
US,58,4187
US,210,13864
US,48,2108
US,25,1260
US,654,42228
US,47,1521
US,17,1089
US,49,3126
US,18,1050
US,16,599
US,11,1348
US,68,5531
US,12,1323
US,645,53940
US,332,21962
US,305,30712
US,69,6843
US,791,61253
US,3,504
US,125,5170
US,71,4462
US,104,5046
US,22,1598
US,61,8759
US,25,1796
US,62,2520
US,20,2105
US,23,2257
US,17,959
US,58,5065
US,42,3438
US,3,420
US,74,3885
US,37,2103
US,38,2510
US,12,1264
US,19,1475
US,57,2537
US,53,3204
US,117,7598
US,33,3277
US,10,1303
US,22,2091
US,28,1073
US,41,2000
US,32,2965
US,99,7104
US,176,6004
US,33,2461
US,59,5707
US,49,5015
US,74,4982
US,9,607
US,14,1499
US,36,3477
US,46,2838
US,5,667
US,21,1810
US,46,3971
US,7,407
US,4,333
US,110,6921
US,16,959
US,9,886
US,531,53988
US,14,1214
US,152,11699
US,2480,125223
US,586,30583
US,29,2310
US,64,4181
US,81,3846
US,14,1152
US,144,8841
US,40,2906
US,0,0
US,64,2871
US,41,4814
US,63,3817
US,18,1487
US,86,5549
US,2,215
US,46,2500
US,15,1305
US,81,2898
US,24,997
US,12,732
US,19,1162
US,5,170
US,210,13199
US,8,618
US,24,1808
US,9,230
US,34,1370
US,24,1433
US,4,422
US,36,1442
US,153,17264
US,72,18207
US,3,110
US,48,1893
US,3,67
US,2,304
US,52,2808
US,9,1486
US,1,131
US,53,3230
US,102,9241
US,1,229
US,45,2950
US,8,1097
US,2,220
US,7,220
US,9,599
US,129,13719
US,15,488
US,26,1911
US,1,15
US,19,624
US,4,693
US,9,223
US,14,1186
US,2,151
US,56,4450
US,18,1542
US,57,1833
US,55,1500
US,17,1173
US,7,482
US,96,5176
US,20,972
US,7,505
US,7,719
US,11,905
US,1,76
US,0,0
US,21,1062
US,12,243
US,7,153
US,331,24362
US,46,3716
US,7,645
US,1,24
US,0,45
US,0,36
US,4,666
US,8,1345
US,3,223
US,2,281
US,57,6932
US,12,740
US,11,1019
US,16,3306
US,11,890
US,5,491
US,7,390
US,16,1102
US,11,860
US,21,1697
US,15,1121
US,19,1154
US,65,4422
US,12,945
US,31,3429
US,1,141
US,9,696
US,62,5551
US,718,83473
US,4,227
US,8,675
US,4,291
US,1,327
US,5,581
US,19,2468
US,1,146
US,1,248
US,5,220
US,4,58
US,1,260
US,117,9405
US,17,1204
US,0,252
US,0,67
US,5,313
US,16,1102
US,2,67
US,10,666
US,1,764
US,9,679
US,5,794
US,10,879
US,0,61
US,1,509
US,12,996
US,170,39896
US,60,5025
US,0,91
US,0,54
US,44,5356
US,1,45
US,15,927
US,7,681
US,10,485
US,15,873
US,11,505
US,10,1774
US,1,279
US,11,325
US,10,1213
US,20,723
US,50,4955
US,9,716
US,15,1485
US,19,879
US,2,120
US,2,2329
US,131,27029
US,16,2961
US,48,5204
US,32,2244
US,10,659
US,4,312
US,0,49
US,11,447
US,4,656
US,1,61
US,11,973
US,197,2135
US,2,437
US,25,2637
US,7,1187
US,7,453
US,0,61
US,11,2239
US,146,8328
US,56,3323
US,5660,320777
US,50,4396
US,93,7328
US,0,58
US,0,143
US,19,1966
US,14,673
US,4,492
US,93,6015
US,11,520
US,135,4127
US,23,1067
US,4,191
US,0,0
US,848,61875
US,10,1050
US,116,5459
US,19,3275
US,45,5072
US,47,2726
US,30,5211
US,665,42411
US,127,11966
US,289,29012
US,111,12150
US,31,2571
US,1,910
US,739,37711
US,2958,116662
US,923,52192
US,1403,65164
US,229,11899
US,462,19905
US,3124,104352
US,696,36460
US,2369,95777
US,187,11412
US,992,38192
US,2428,103430
US,1702,88963
US,1286,56160
US,2288,89941
US,1993,79804
US,200,7280
US,868,33999
US,319,16184
US,0,656
US,2026,78596
US,251,11504
US,1071,71541
US,7,144
US,190,11971
US,135,3349
US,46,1167
US,106,7104
US,3,220
US,522,28657
US,184,10352
US,48,2092
US,15,585
US,2,16
US,11,540
US,248,13047
US,29,2674
US,9,668
US,93,3794
US,496,13876
US,10,302
US,96,5594
US,14,940
US,83,4511
US,67,2583
US,534,18573
US,20,2385
US,264,14926
US,165,12379
US,54,957
US,62,1600
US,61,2225
US,18,1279
US,0,4872
US,11,326
US,138,8566
US,373,29190
US,93,4168
US,6720,204075
US,392,22611
US,100,7000
US,105,8157
US,160,11545
US,148,9643
US,86,4326
US,36,6071
US,110,4797
US,72,5000
US,41,3207
US,491,34386
US,1902,101292
US,30,2061
US,17,3794
US,98,5681
US,132,6369
US,84,4115
US,3,414
US,119,6203
US,71,7860
US,10785,323465
US,36,3331
US,67,5369
US,98,5665
US,1160,80017
US,135,5349
US,3270,209487
US,4614,164044
US,387,22731
US,565,26723
US,734,47924
US,102,8814
US,903,55454
US,85,3884
US,106,10256
US,51,4270
US,299,0
US,96,12050
US,10223,309155
US,157,13771
US,1914,86828
US,769,51560
US,191,19007
US,218,15713
US,20,2155
US,16,1361
US,60,2580
US,120,9346
US,164,8979
US,3539,231905
US,82,8010
US,68,4592
US,59,6151
US,274,16670
US,28,137
US,79,4909
US,65,4180
US,79,7305
US,2335,141844
US,54,4044
US,26,1444
US,310,24979
US,111,6109
US,5,1540
US,74,3643
US,46,3233
US,32,2577
US,120,6666
US,49,2364
US,92,5295
US,216,15348
US,396,26050
US,200,14891
US,313,31289
US,110,12620
US,8,1032
US,58,7817
US,34,3008
US,390,26994
US,91,6461
US,69,4467
US,40,2190
US,34,1522
US,290,17245
US,212,9751
US,148,13579
US,440,42347
US,24,2520
US,12,3568
US,268,24589
US,65,5972
US,170,9471
US,252,33106
US,117,7558
US,513,49112
US,60,9313
US,567,37817
US,17,989
US,24,1266
US,96,7558
US,53,3174
US,833,63969
US,131,7451
US,234,17383
US,133,6922
US,187,14378
US,69,2672
US,74,6815
US,11,811
US,300,27466
US,68,5267
US,301,30947
US,29,1255
US,100,9001
US,144,9101
US,92,14166
US,54,4654
US,55,2588
US,61,3443
US,112,8099
US,1166,150845
US,18,1891
US,107,4318
US,235,13002
US,221,14700
US,265,27590
US,62,2484
US,230,26559
US,108,11229
US,20,1607
US,95,4677
US,93,8492
US,11,1436
US,85,4881
US,138,28410
US,42,2205
US,284,20452
US,134,6846
US,402,24262
US,192,11138
US,414,25192
US,290,10666
US,127,10730
US,103,5479
US,164,11041
US,97,5790
US,217,11558
US,22,1836
US,43,3699
US,6,516
US,0,678
US,298,34540
US,93,6330
US,842,123334
US,27,2255
US,34,1497
US,34,6295
US,294,15174
US,166,10159
US,214,12653
US,69,5692
US,29,2661
US,4,340
US,32,1640
US,20,1237
US,0,72
US,20,894
US,6,492
US,3,286
US,215,20176
US,223,29115
US,5,519
US,33,899
US,2,247
US,7,589
US,6,494
US,14,528
US,19,625
US,4,307
US,81,12152
US,7,276
US,2,359
US,4,432
US,10,329
US,17,628
US,10,307
US,23,776
US,8,428
US,17,2071
US,33,1579
US,11,1454
US,104,6615
US,23,1740
US,16,531
US,3,181
US,11,1094
US,26,713
US,33,2001
US,18,863
US,14,355
US,19,2302
US,30,2559
US,7,569
US,3,139
US,14,812
US,0,39
US,52,6563
US,2,230
US,82,4084
US,11,361
US,18,1192
US,34,0
US,28,2143
US,209,11815
US,9,518
US,43,6138
US,2,270
US,80,3850
US,266,14761
US,117,6270
US,190,8728
US,66,7308
US,89,6158
US,190,8479
US,77,5907
US,674,48916
US,54,2747
US,64,4698
US,334,18606
US,305,26619
US,86,5499
US,244,12470
US,74,4182
US,125,5785
US,2356,138279
US,143,7088
US,101,5717
US,150,22997
US,175,10050
US,228,21211
US,56,3949
US,1602,156600
US,87,5587
US,61,3734
US,158,8402
US,281,21036
US,66,5076
US,1351,100609
US,145,8874
US,71,3788
US,41,1664
US,69,3403
US,92,5633
US,72,3248
US,112,3378
US,133,7749
US,67,4529
US,180,7943
US,125,7072
US,424,25252
US,126,9239
US,259,21547
US,90,5327
US,551,32932
US,877,52803
US,72,5616
US,654,28206
US,153,11189
US,297,20619
US,44,2344
US,91,5789
US,271,14446
US,50,1991
US,1183,69545
US,30,1759
US,54,4191
US,162,13415
US,44,1815
US,84,4538
US,43,2559
US,56,4806
US,131,10849
US,50,4118
US,236,16802
US,115,5285
US,108,5011
US,252,17220
US,185,9900
US,137,7143
US,133,10861
US,139,6706
US,106,6023
US,1005,43338
US,1067,57993
US,528,20945
US,277,11600
US,5,0
US,53,7681
US,73,3331
US,20,1474
US,345,31028
US,131,7670
US,254,12621
US,83,4827
US,210,16314
US,58,2939
US,55,4729
US,7,1264
US,30,2613
US,6,533
US,61,3254
US,24,1446
US,97,8234
US,104,4959
US,224,21936
US,148,8577
US,96,8694
US,41,2547
US,2,301
US,517,41284
US,19,992
US,244,20139
US,19,911
US,29,2865
US,220,10466
US,111,4742
US,126,7008
US,16,643
US,6,406
US,151,9505
US,88,4577
US,151,7709
US,7,684
US,23,712
US,6,352
US,8,472
US,25,1798
US,37,1598
US,63,3709
US,18,895
US,43,1855
US,146,6792
US,44,2507
US,29,1058
US,14,1409
US,75,7664
US,97,4539
US,90,5807
US,26,1919
US,27,1167
US,25,2640
US,99,6415
US,90,7137
US,106,5454
US,75,2772
US,49,2506
US,234,12800
US,27,1820
US,23,1734
US,33,2211
US,1506,113912
US,113,5554
US,111,6592
US,87,5856
US,0,0
US,59,2533
US,94,11557
US,95,6417
US,90,6508
US,158,10975
US,33,1685
US,12,470
US,250,15097
US,90,3599
US,73,6462
US,117,7155
US,36,3897
US,19,947
US,1440,102751
US,0,5726
US,179,12044
US,171,8159
US,24,1417
US,21,1562
US,40,3582
US,25,1894
US,30,4915
US,279,27909
US,27,2300
US,39,3488
US,76,4575
US,40,2373
US,18,1726
US,105,18135
US,220,11288
US,4,143
US,10,915
US,23,974
US,36,1719
US,281,21818
US,49,3390
US,182,8952
US,97,7027
US,8,803
US,271,25509
US,31,2953
US,97,11407
US,70,5150
US,411,34416
US,22,1743
US,652,53193
US,75,6673
US,3,138
US,24,1881
US,129,13516
US,0,0
US,40,2956
US,12,582
US,39,2618
US,285,36545
US,1,65
US,104,8020
US,199,12056
US,2165,121400
US,170,7676
US,432,19753
US,154,6031
US,1090,54839
US,356,15532
US,107,6961
US,1377,69230
US,456,22551
US,468,17414
US,10,421
US,186,7897
US,235,19389
US,850,47641
US,106,4073
US,178,10176
US,71,4370
US,143,7034
US,171,9619
US,567,25380
US,595,31744
US,1462,59323
US,49,3639
US,453,25738
US,353,15847
US,22,1532
US,415,19922
US,25,1944
US,49,4284
US,145,6200
US,196,8045
US,106,4195
US,107,2619
US,503,21230
US,1242,65858
US,242,9766
US,313,19057
US,910,46116
US,870,37329
US,323,14526
US,77,4470
US,297,12213
US,185,6379
US,347,18256
US,1791,80896
US,68,2274
US,761,42209
US,389,11468
US,109,4780
US,3916,174860
US,57,4897
US,29,1557
US,436,17465
US,93,4344
US,228,9667
US,24,545
US,64,3237
US,120,3976
US,0,0
US,95,6853
US,114,5326
US,116,3369
US,350,22802
US,99,5118
US,841,41016
US,56,2485
US,904,56473
US,0,580
US,0,2177
US,0,2653
US,0,1442
US,0,873
US,0,1218
US,0,3958
US,0,386
US,0,1006
US,0,1444
US,0,13220
US,0,1525
US,0,7799
US,0,1520
US,0,2602
US,0,11193
US,0,1590
US,0,1596
US,0,516
US,0,906
US,0,1661
US,0,1106
US,0,887
US,0,1897
US,0,51
US,0,2718
US,0,1675
US,0,686
US,0,328
US,0,1078
US,0,475
US,0,5692
US,0,2678
US,0,1620
US,0,579
US,0,2542
US,0,2277
US,0,416
US,0,1458
US,0,2692
US,0,623
US,0,1055
US,0,331
US,0,1931
US,0,1545
US,0,1042
US,0,1837
US,0,131
US,0,438
US,0,3265
US,0,2108
US,0,1691
US,0,1309
US,0,1886
US,0,984
US,0,434
US,0,410
US,0,681
US,0,4714
US,0,1210
US,0,787
US,0,2804
US,0,601
US,0,963
US,0,903
US,0,24253
US,0,2077
US,0,1843
US,0,616
US,0,4838
US,0,5079
US,0,3831
US,3155,3658
US,0,1164
US,0,2386
US,0,3846
US,0,183
US,0,883
US,0,1336
US,0,1006
US,0,0
US,149,5740
US,382,21591
US,49,8255
US,2065,110567
US,18,13181
US,175,13385
US,46,3623
US,313,25922
US,20,1326
US,671,34723
US,62,2081
US,78,3761
US,284,26410
US,297,29989
US,50,1705
US,651,63078
US,216,9513
US,101,6092
US,135,6802
US,134,4798
US,179,5498
US,219,11500
US,108,6187
US,342,32543
US,53,4273
US,93,3182
US,509,25789
US,164,9375
US,1284,100350
US,198,11426
US,71,3008
US,810,59821
US,72,3841
US,190,11431
US,208,15184
US,200,10808
US,70,2431
US,672,52376
US,131,5244
US,74,4640
US,30,1304
US,137,7195
US,188,14679
US,311,14019
US,420,26453
US,729,66609
US,50,2437
US,1055,59144
US,269,15222
US,0,0
US,94,4204
US,120,5504
US,462,44869
US,16,530
US,43,3169
US,9,437
US,29,1604
US,37,4946
US,95,6296
US,11,781
US,14,447
US,26,1716
US,4,155
US,26,1662
US,5,491
US,16,2104
US,83,5219
US,13,633
US,15,1217
US,68,3611
US,30,779
US,11,623
US,30,1715
US,9,500
US,14,562
US,20,871
US,14,391
US,42,1224
US,30,675
US,11,312
US,40,967
US,6,386
US,4,424
US,1,144
US,43,2753
US,28,1016
US,1,147
US,15,368
US,17,292
US,0,136
US,18,893
US,20,1516
US,54,4083
US,78,9822
US,11,700
US,6,409
US,25,881
US,7,302
US,40,4164
US,2,301
US,11,326
US,377,35778
US,20,738
US,52,2311
US,234,19080
US,14,389
US,4,403
US,43,1484
US,3,366
US,27,971
US,3,400
US,3,151
US,33,1465
US,18,826
US,60,1295
US,0,0
US,43,2481
US,17,842
US,37,3413
US,9,381
US,199,12333
US,148,8756
US,47,2631
US,14,3355
US,244,22826
US,172,21441
US,71,6568
US,38,2716
US,97,5471
US,203,10063
US,64,6754
US,68,3392
US,90,5149
US,36,1446
US,104,6969
US,144,10150
US,59,3268
US,201,10577
US,1097,117244
US,64,4066
US,42,2337
US,159,9991
US,134,7944
US,97,7071
US,60,3438
US,98,7645
US,181,10357
US,113,5710
US,60,4120
US,214,12636
US,37,2694
US,188,12585
US,627,61261
US,16,1127
US,77,4992
US,80,5353
US,156,9734
US,71,3739
US,95,5499
US,79,5295
US,69,4449
US,41,1782
US,44,3050
US,38,1991
US,135,9513
US,45,3372
US,853,75058
US,31,1972
US,59,5074
US,113,9197
US,35,2465
US,79,6425
US,88,8819
US,87,5285
US,294,17097
US,52,5546
US,81,6606
US,210,18749
US,119,10121
US,64,4424
US,27,2102
US,115,9330
US,317,31513
US,19,1397
US,44,3609
US,110,6398
US,122,28289
US,78,4601
US,32,1540
US,24,1033
US,27,3050
US,208,16217
US,89,6726
US,143,9494
US,175,13665
US,518,59925
US,54,4827
US,29,2860
US,242,19129
US,2085,140494
US,44,4056
US,33,2049
US,392,25424
US,401,33172
US,125,10971
US,24,3063
US,117,21113
US,59,3034
US,42,2893
US,25,1181
US,102,8252
US,308,20764
US,38,3930
US,81,6013
US,89,5370
US,261,38385
US,318,26253
US,178,7805
US,52,2688
US,365,13303
US,58,2515
US,15,1093
US,7,261
US,193,8271
US,50,3306
US,23,978
US,48,2174
US,149,13891
US,18,516
US,116,5238
US,640,37035
US,4727,311333
US,27,1250
US,2,39
US,52,2365
US,292,12257
US,760,57111
US,334,37007
US,19,1029
US,7,207
US,44,1111
US,158,6724
US,57,3122
US,107,7167
US,138,8219
US,32,3791
US,52,1665
US,1723,63769
US,61,1958
US,22,737
US,126,4251
US,34,1252
US,50,8503
US,189,6605
US,20,1502
US,23,1371
US,16,424
US,16,655
US,49,985
US,1025,124367
US,9,382
US,50,2456
US,422,18544
US,59,2090
US,10,688
US,88,4905
US,143,10316
US,9,217
US,16,819
US,16,754
US,33,952
US,11,382
US,28,1161
US,4899,389318
US,75,2061
US,77,2909
US,70,3303
US,19,573
US,927,101276
US,10,236
US,42,3713
US,18,541
US,52,1922
US,69,2006
US,490,24963
US,7,315
US,2827,145163
US,410,31562
US,93,6020
US,41,2563
US,134,4644
US,88,3556
US,16,402
US,33,1093
US,10,178
US,889,95676
US,31,1247
US,64,2673
US,65,3738
US,54,2048
US,650,62091
US,22,674
US,73,3404
US,3,146
US,23,699
US,77,3470
US,68,3360
US,441,15579
US,482,18605
US,97,5040
US,300,23110
US,182,7617
US,15,528
US,29,1257
US,26,1087
US,13,442
US,178,10080
US,8345,556159
US,158,8829
US,2,815
US,30,554
US,367,31768
US,3,675
US,297,9412
US,3347,115420
US,136,5632
US,127,4016
US,178,9194
US,136,5098
US,77,2749
US,118,5648
US,14,578
US,257,10337
US,83,3352
US,2,180
US,19,822
US,48,2724
US,134,3899
US,6,203
US,632,30827
US,20,889
US,160,6930
US,483,26458
US,67,3089
US,52,3802
US,379,22749
US,90,4850
US,2,60
US,3,120
US,117,6272
US,11,423
US,0,14
US,8,492
US,124,4208
US,20,299
US,32,1183
US,191,8473
US,87,2922
US,58,3408
US,91,3109
US,48,2821
US,61,2380
US,315,12308
US,104,3549
US,12,373
US,33,1735
US,68,2488
US,0,8
US,926,63778
US,26,797
US,42,2404
US,42,1118
US,22,821
US,7,513
US,145,5923
US,390,12537
US,29,895
US,650,40670
US,7,112
US,152,6653
US,11,325
US,340,26831
US,74,3649
US,26,840
US,36,871
US,86,2882
US,942,85161
US,79,3328
US,47,1584
US,8,147
US,211,7439
US,169,8432
US,47,931
US,71,2369
US,1200,65306
US,32,1394
US,5,330
US,247,13443
US,106,4508
US,100,2848
US,268,22703
US,35,1497
US,44,2115
US,179,5730
US,536,22544
US,27,893
US,36,1440
US,327,22598
US,9,550
US,16,492
US,46,1289
US,49,3318
US,29,1173
US,1,88
US,61,2854
US,202,16768
US,51,1649
US,154,7851
US,67,917
US,35,843
US,66,2727
US,255,6757
US,26,915
US,9,343
US,80,3132
US,5,396
US,99,2796
US,14,294
US,669,34714
US,20,1402
US,328,11373
US,32,1094
US,5,162
US,6,204
US,11,602
US,22,1371
US,4304,346536
US,491,21559
US,3,102
US,63,2003
US,5,111
US,97,5577
US,358,24327
US,1344,115667
US,49,1491
US,65,2388
US,0,0
US,122,5606
US,13,570
US,91,6127
US,235,10394
US,186,7549
US,313,12877
US,171,11620
US,70,6165
US,26,1785
US,120,5564
US,874,56002
US,158,6033
US,12,733
US,452,20728
US,58,2162
US,103,4486
US,643,72737
US,119,7046
US,27,1055
US,175,10695
US,197,6151
US,30,1131
US,59,2685
US,41,2173
US,52,2461
US,137,27993
US,97,12560
US,242,50327
US,1083,183169
US,40,2242
US,38,5135
US,358,38294
US,18,6442
US,57,10622
US,58,7454
US,3,1350
US,506,118498
US,27,5724
US,279,40399
US,8,1367
US,20,2732
US,10,1470
US,120,10155
US,2,396
US,43,2719
US,2,311
US,5,1116
US,4,1080
US,13,2034
US,26,3267
US,0,23
US,18,2953
US,23,1951
US,24,2278
US,71,6786
US,69,3797
US,93,7560
US,147,13674
US,61,1947
US,38,1310
US,53,4099
US,34,2238
US,264,17799
US,110,9468
US,14,417
US,132,9250
US,13,1015
US,39,3452
US,44,2156
US,30,1706
US,50,2151
US,36,2518
US,22,1159
US,127,6683
US,46,3607
US,85,3569
US,19,649
US,24,1170
US,57,5096
US,337,27345
US,504,37238
US,21,1255
US,64,2424
US,14,725
US,6,475
US,75,6064
US,13,675
US,168,5864
US,22,1445
US,50,2906
US,42,841
US,15,1139
US,1152,88464
US,20,634
US,8,519
US,81,6458
US,24,1312
US,22,2442
US,93,5554
US,40,1509
US,124,10657
US,25,2877
US,58,1433
US,25,2077
US,61,3615
US,28,1861
US,43,1928
US,27,2017
US,26,1813
US,99,3553
US,217,14279
US,186,10956
US,100,7889
US,687,32659
US,140,5967
US,1,159
US,85,3523
US,79,4129
US,89,6520
US,22,2382
US,22,1768
US,8,581
US,21,1018
US,53,3437
US,33,1496
US,291,32793
US,41,2894
US,19,1000
US,174,11136
US,20,906
US,51,4860
US,12,1259
US,85,1924
US,16,847
US,75,3159
US,25,886
US,92,11290
US,16,1231
US,20,2133
US,279,19430
US,306,23210
US,40,1082
US,25,1130
US,11,498
US,60,2474
US,49,3350
US,67,3070
US,52,1885
US,101,5025
US,100,7468
US,18,1221
US,222,11928
US,23,2586
US,46,2761
US,35,4663
US,541,52702
US,76,3734
US,30,2809
US,4,520
US,12,1635
US,313,22730
US,156,10926
US,216,11280
US,52,1969
US,133,8728
US,49,3410
US,56,3083
US,71,2755
US,147,5795
US,103,4251
US,61,2270
US,140,13885
US,100,15011
US,78,3208
US,218,10284
US,10,564
US,26,1478
US,90,5343
US,0,0
US,494,47490
US,73,4538
US,132,6958
US,42,3271
US,31,1685
US,14,1084
US,51,3574
US,121,4681
US,89,4118
US,69,5088
US,27,3043
